ENGINESIZE,CYLINDERS,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,FUELTYPE_E,FUELTYPE_X,FUELTYPE_Z,CO2EMISSIONS
3.5,6,8.0,8.6,8.3,34,0,1,0,191
3.5,6,7.9,8.6,8.2,34,0,1,0,189
1.8,4,4.7,4.9,4.8,59,0,1,0,110
1.5,4,4.6,4.9,4.7,60,0,1,0,108
1.8,4,5.3,5.8,5.5,51,0,1,0,126
2.5,4,10.0,7.6,8.9,32,0,1,0,205
2.5,4,10.4,8.1,9.4,30,0,1,0,216
2.5,4,10.6,8.2,9.5,30,0,1,0,218
5.7,8,19.0,13.9,16.7,17,0,1,0,384
3.5,6,12.9,9.4,11.3,25,0,1,0,260
3.5,6,14.2,10.3,12.4,23,0,1,0,285
2.7,4,12.2,9.3,10.9,26,0,1,0,251
2.7,4,11.3,8.9,10.2,28,0,1,0,235
4.0,6,14.5,11.3,13.1,22,0,1,0,301
2.7,4,13.1,10.5,11.9,24,0,1,0,274
2.7,4,12.8,10.6,11.8,24,0,1,0,271
4.0,6,14.7,11.5,13.3,21,0,1,0,306
4.0,6,15.3,12.3,14.0,20,0,1,0,322
4.0,6,14.8,11.8,13.5,21,0,1,0,310
4.6,8,15.9,12.3,14.3,20,0,1,0,329
5.7,8,17.6,12.9,15.5,18,0,1,0,356
4.6,8,16.9,12.8,15.1,19,0,1,0,347
5.7,8,18.1,13.9,16.2,17,0,1,0,373
2.7,4,11.4,8.2,10.0,28,0,1,0,230
3.5,6,12.6,9.1,11.0,26,0,1,0,253
2.7,4,11.6,8.5,10.2,28,0,1,0,235
3.5,6,12.9,9.4,11.3,25,0,1,0,260
1.5,4,7.9,6.6,7.3,39,0,1,0,168
1.5,4,7.8,6.3,7.1,40,0,1,0,163
1.8,4,9.5,7.2,8.5,33,0,1,0,196
1.8,4,9.9,7.2,8.7,32,0,1,0,200
2.0,4,10.3,7.7,9.1,31,0,0,1,209
2.0,4,10.8,7.6,9.4,30,0,0,1,216
2.5,5,10.9,8.4,9.8,29,0,1,0,225
2.5,5,11.2,7.7,9.6,29,0,1,0,221
1.8,4,9.8,7.3,8.7,32,0,1,0,200
2.0,4,10.3,8.1,9.3,30,0,0,1,214
2.0,4,10.8,7.6,9.4,30,0,0,1,216
2.5,5,11.2,8.7,10.1,28,0,1,0,232
2.0,4,8.2,6.1,7.3,39,0,0,0,197
2.0,4,8.5,5.8,7.3,39,0,0,0,197
2.0,4,11.1,7.9,9.7,29,0,0,1,223
2.0,4,11.6,7.7,9.8,29,0,0,1,225
3.6,6,14.3,9.8,12.3,23,0,0,1,283
2.0,4,10.9,8.0,9.6,29,0,0,1,221
2.5,5,11.0,7.7,9.5,30,0,1,0,218
2.5,5,11.2,7.3,9.4,30,0,1,0,216
2.0,4,8.2,6.0,7.2,39,0,0,0,194
2.0,4,7.9,5.6,6.9,41,0,0,0,186
1.8,4,9.5,6.7,8.2,34,0,1,0,189
1.8,4,9.4,6.7,8.2,34,0,1,0,189
2.0,4,10.6,8.0,9.4,30,0,1,0,216
2.0,4,10.4,7.2,9.0,31,0,1,0,207
2.0,4,10.2,7.5,9.0,31,0,0,1,207
2.0,4,10.6,7.4,9.2,31,0,0,1,212
2.0,4,7.9,5.7,6.9,41,0,0,0,186
2.0,4,7.9,5.6,6.9,41,0,0,0,186
1.4,4,5.6,5.2,5.4,52,0,0,1,124
1.8,4,9.9,6.9,8.6,33,0,1,0,198
1.8,4,10.0,6.9,8.6,33,0,1,0,198
2.5,5,11.0,8.0,9.7,29,0,1,0,223
2.5,5,11.4,7.8,9.8,29,0,1,0,225
3.6,6,12.4,8.8,10.8,26,0,0,1,248
2.0,4,8.1,5.9,7.1,40,0,0,0,192
2.0,4,8.0,5.4,6.8,42,0,0,0,184
3.6,6,14.2,9.5,12.1,23,0,1,0,278
2.0,4,11.7,9.5,10.7,26,0,0,1,246
2.0,4,13.6,9.2,11.6,24,0,0,1,267
2.0,4,11.7,9.4,10.7,26,0,0,1,246
3.6,6,13.8,10.3,12.2,23,0,0,1,281
3.0,6,12.3,8.0,10.4,27,0,0,0,281
2.5,5,11.3,7.8,9.7,29,0,1,0,223
2.5,5,11.6,8.3,10.1,28,0,1,0,232
3.0,6,13.2,9.5,11.5,25,0,1,0,264
3.2,6,11.9,8.1,10.2,28,0,1,0,235
3.0,6,13.2,9.5,11.5,25,0,1,0,264
3.2,6,13.0,8.9,11.2,25,0,1,0,258
3.0,6,13.4,9.8,11.8,24,0,1,0,271
3.2,6,13.2,9.5,11.5,25,0,1,0,264
3.0,6,13.4,9.8,11.8,24,0,1,0,271
3.2,6,12.9,9.3,11.3,25,0,1,0,260
3.2,6,14.9,10.2,12.8,22,0,1,0,294
